Location,Area,No. of Bedrooms,Price
Thane West,600,1,8600000
Thane West,900,2,63900000
Andheri West,2780,4,51900000
Andheri West,2260,3,47600000
Andheri West,2070,3,14500000
Chembur,696,2,9600000
Chembur,503,2,9400000
Chembur,495,1,9200000
Chembur,473,1,9700000
Chembur,506,2,14600000
Chembur,698,2,10200000
Mira Road East,786,3,5099000
Mira Road East,384,1,7298999
Mira Road East,538,2,46000000
Lower Parel,1040,1,8999000
Thane West,950,2,9000000
Thane West,950,2,9250000
Mira Road East,1232,2,8500000
Mira Road East,1385,3,8300000
Kalyan West,1120,2,8300000
Kalyan West,1120,2,8300000
Kalyan West,1120,2,8300000
Kalyan West,1120,2,8300000
Kalyan West,1120,2,8300000
Kalyan West,1120,2,8300000
Kalyan West,1120,2,8300000
Kalyan West,1120,2,34000000
Andheri West,1864,3,22300000
Andheri East,1450,3,10600000
Thane West,1160,2,23200000
Andheri West,1264,2,23200000
Andheri West,1264,2,23200000
Andheri West,1264,2,23200000
Andheri West,1264,2,23200000
Andheri West,1264,2,23200000
Andheri West,1264,2,2350000
Kalyan West,390,1,21500000
Andheri East,1450,3,2500000
Kalyan West,390,1,4000000
Kalyan West,665,1,4000000
Kalyan West,665,1,7500000
Dahisar West,500,1,9600000
Borivali West,650,1,9100000
Dahisar,650,1,20000000
Borivali West,980,1,9000000
Borivali West,580,1,7500000
Chembur,550,1,8500000
Thane West,550,1,12100000
Kharghar,1240,2,9800000
Goregaon East,659,1,13500000
Kharghar,1375,3,9199000
Kharghar,1065,2,6400000
Kharghar,670,1,2350000
Kalyan West,390,1,23500000
Nerul,1250,1,22000000
Seawoods,1125,1,19200000
Seawoods,1231,1,27500000
Seawoods,1650,2,8100000
Kurla,500,1,9100000
Kalyan West,1110,2,7600000
Mira Road East,956,2,7450000
Mira Road East,956,2,7600000
Mira Road East,956,2,7100000
Mira Road East,890,2,5100000
Kalyan West,760,1,5100000
Kalyan West,760,1,9000000
Kalyan West,1200,2,4600000
Kalyan West,695,1,13500000
Powai,500,1,9500000
Thane West,1050,2,6000000
Thane West,675,1,9300000
Kharghar,1240,2,13500000
Kharghar,1680,3,3299000
Taloja,950,2,3799000
Taloja,850,2,4100000
Dombivali,670,1,14000000
Borivali East,800,2,9000000
Kandivali East,650,1,8900000
Kharghar,1065,2,4602000
Panvel,550,1,6600000
Panvel,750,2,7500000
Panvel,750,2,5850000
Thane West,500,1,5500000
Thane West,500,1,5500000
Thane West,480,1,6400000
Thane West,550,1,13000000
Thane West,713,2,15500000
Thane West,828,2,14000000
Thane West,811,2,15800000
Thane West,848,2,22000000
Thane West,1234,3,13000000
Thane West,698,2,10000000
Mira Road East,1050,2,4700000
Taloja,700,1,10000000
Ghatkopar West,750,1,4000000
Taloja,660,1,6500000
Thane West,508,1,32500000
Ville Parle East,1130,3,32500000
Ville Parle East,1130,3,30000000
Ville Parle East,980,2,60000000
Goregaon East,1491,3,60000000
Goregaon East,1491,3,43000000
Goregaon East,1367,3,43000000
Goregaon East,1367,3,62500000
Ville Parle East,1890,4,62500000
Ville Parle East,1890,4,15000000
Mira Road East,1290,2,4000000
Ulwe,680,1,2500000
Nala Sopara,555,1,72500000
Worli,3700,3,2300000
Nala Sopara,578,1,2600000
Nala Sopara,585,1,32500000
Ville Parle East,840,2,5800000
Mira Road East,1050,2,2400000
Nala Sopara,550,1,80000000
Ville Parle East,2660,4,47500000
vile parle west,1509,3,33500000
vile parle west,1073,2,10000000
Mira Road East,1150,2,6500000
Mira Road East,650,1,5700000
Mira Road East,1050,2,5600000
Mira Road East,850,2,4800000
Kalyan West,800,2,3200000
Kalyan West,580,1,3200000
Kalyan West,577,1,3200000
Kalyan West,577,1,3200000
Kalyan West,600,1,3800000
Kalyan West,650,1,3400000
Kalyan West,650,1,5200000
Kalyan West,1000,2,5675000
Kalyan West,982,2,5650000
Kalyan West,1000,2,3200000
Kalyan West,577,1,27500000
Juhu,960,2,4200000
Thane West,520,1,12000000
Thane West,1000,2,9000000
Thane West,900,2,8600000
Thane West,1065,2,8200000
Thane West,1065,2,6650000
Thane West,750,1,9500000
Thane West,1065,2,6650000
Thane West,750,1,5000000
Thane West,528,1,56000000
Ville Parle East,1960,4,28000000
Ville Parle East,980,2,27900000
Bhandup West,1865,3,14800000
Kanjurmarg,1055,2,19900000
Kanjurmarg,1421,3,15900000
Bhandup West,1200,2,9500000
Koper Khairane,925,2,45000000
Santacruz East,1505,4,3950000
Naigaon East,850,2,3500000
Naigaon East,770,2,4907000
Panvel,755,1,8400000
Ulwe,1150,2,6800000
Dombivali,1098,2,8000000
Dombivali,1098,1,27500000
Kandivali East,1350,3,35000000
Ville Parle East,1400,3,12000000
Sanpada,950,2,7250000
Panvel,1300,2,10000000
Ville Parle East,320,1,10000000
Ville Parle East,320,1,6700000
Mira Road East,675,1,13899999
Kanjurmarg,538,2,28100000
Kanjurmarg,1115,3,26500000
Kanjurmarg,1052,3,17500000
Kanjurmarg,694,2,23400000
Kanjurmarg,929,3,16500000
Kanjurmarg,656,2,19000000
Kanjurmarg,753,2,16500000
Kanjurmarg,653,2,19000000
Kanjurmarg,752,2,16399999
Kanjurmarg,652,2,17100000
Kanjurmarg,678,2,23800000
Kanjurmarg,944,3,23800000
Kanjurmarg,943,3,13899999
Vikhroli,580,2,17100000
Kanjurmarg,677,2,14100000
Vikhroli,611,2,18900000
Kanjurmarg,749,2,16399999
Kanjurmarg,649,2,6800000
Mira Road East,665,1,6800000
Mira Road East,665,1,13000000
Thane West,1730,3,30000000
Bhandup West,2000,3,59600000
Bhandup West,3975,4,45700000
Bhandup West,3050,4,23700000
Bhandup West,1585,2,26200000
Bhandup West,1750,3,22100000
Bhandup West,1475,2,30900000
Bhandup West,2065,3,4900000
Mira Road East,580,1,2100000
Neral,671,1,2075000
Neral,661,1,2000000
Neral,630,1,7600000
Ulwe,1075,2,9000000
Ulwe,1180,2,5600000
Ulwe,670,1,5600000
Ulwe,670,1,10100000
Ulwe,1379,3,4200000
Ulwe,675,1,4500000
Ulwe,650,1,5000000
Ulwe,735,1,5000000
Ulwe,735,1,6800000
Ulwe,1080,2,6500000
Ulwe,1050,2,8200000
Ulwe,1130,2,7600000
Ulwe,1100,2,8495000
Panvel,1307,2,4823000
Panvel,742,1,11500000
Panvel,1771,3,7618000
Panvel,1172,2,6454000
Panvel,993,1,17000000
Panvel,2621,4,4000000
Panvel,490,1,11299999
Panvel,1750,3,4300000
Panvel,530,1,15700000
Panvel,2420,4,15200000
Panvel,2351,3,8287000
Panvel,1275,2,7930000
Panvel,1220,2,4907000
Panvel,755,1,13000000
Panvel,2010,3,16200000
Panvel,2495,4,11200000
Panvel,1726,3,2990000
Naigaon East,299,1,2250000
Naigaon East,252,1,4823000
Panvel,742,1,11500000
Panvel,1771,3,6454000
Panvel,993,1,3185000
Panvel,490,1,11299999
Panvel,1750,3,3445000
Panvel,530,1,8287000
Panvel,1275,2,7930000
Panvel,1220,2,13000000
Panvel,2010,3,16200000
Panvel,2495,4,11200000
Panvel,1726,3,11100000
Airoli,1050,2,15500000
Ghansoli,1365,3,19200000
Mulund West,1202,2,16000000
Ghansoli,1140,2,29000000
Ghansoli,2065,3,19800000
Ghansoli,1400,2,16000000
Ghansoli,1550,3,14500000
Ghansoli,1145,2,12000000
Ghansoli,925,2,12500000
Ghansoli,1145,2,13000000
Ghansoli,1050,2,8900000
Ghansoli,640,1,21000000
Ghansoli,1665,3,9000000
Ghansoli,695,1,16500000
Ghansoli,1100,2,11000000
Ghansoli,905,2,9800000
Mira Road East,1250,3,11500000
Ulwe,1240,2,3800000
Taloja,650,1,5500000
Taloja,1050,2,3000000
Taloja,500,1,8000000
Panvel,1300,2,6400000
Taloja,1150,2,15500000
Ghansoli,1200,2,15500000
Ghansoli,1205,2,9000000
Ghansoli,702,1,20500000
Thane West,1251,3,2600000
Badlapur East,510,1,3565999
Badlapur East,703,2,4267000
Badlapur East,841,2,4427000
Badlapur East,873,2,3872000
Badlapur East,762,2,3125000
Badlapur East,615,1,2725000
Badlapur East,535,1,3811999
Badlapur East,750,2,4052000
Badlapur East,798,2,2950000
Badlapur East,580,1,2575000
Badlapur East,505,1,6800000
Mira Road East,693,1,8900000
Mira Road East,972,2,11299999
Mira Road East,1389,3,9200000
Mira Road East,981,2,9700000
Mira Road East,1098,2,7500000
Airoli,600,1,7000000
Ghatkopar West,410,1,11000000
Ghatkopar West,644,1,10200000
Ghatkopar West,644,1,7300000
Ghatkopar West,450,1,7500000
Airoli,600,1,6694000
Mira Road East,400,1,6663000
Mira Road East,398,1,13400000
Mira Road East,783,3,9774000
Mira Road East,571,2,13200000
Mira Road East,773,3,9226000
Mira Road East,580,2,11900000
Mira Road East,698,3,8499000
Mira Road East,508,1,15400000
Mira Road East,901,4,2600000
Boisar,630,2,14200000
Kanjurmarg,1050,2,7800000
Bhandup West,575,1,2300000
Naigaon East,500,1,24000000
Kalamboli,3050,5,11500000
Kalamboli,1330,2,14500000
Thane West,1450,3,5000000
Thane West,520,1,54000000
Kandivali East,2095,4,41900000
Kandivali East,1627,3,46300000
Kandivali East,1797,3,8990000
Thane West,750,2,5990000
Thane West,480,1,7700000
Ghatkopar West,500,1,7600000
Airoli,650,1,7600000
Airoli,650,1,7731000
Mira Road East,1137,2,7300000
Ghatkopar West,500,1,7700000
Ghatkopar West,500,1,9500000
Ghatkopar West,750,1,8000000
Ghatkopar West,500,1,18500000
Powai,1100,2,12500000
Mira Road East,1500,2,4500000
Mira Road East,600,1,8198999
Mira Road East,1050,2,7600000
Dahisar,950,2,6500000
Bhayandar East,650,1,8500000
Mira Road East,950,2,8198999
Mira Road East,1050,2,5499000
Mira Road East,650,1,6200000
Mira Road East,695,1,6000000
Mira Road East,650,1,5999000
Mira Road East,720,1,12400000
Mira Road East,1365,3,6500000
Mira Road East,1050,2,9599000
Mira Road East,1098,2,6100000
Mira Road East,700,1,8700000
Mira Road East,1060,2,7498999
Mira Road East,1010,2,5999000
Mira Road East,850,1,15000000
Mira Road East,1600,2,6000000
Dahisar East,1050,2,4850000
Mira Road East,700,1,9300000
Ghatkopar West,750,1,7600000
Ghatkopar West,500,1,8900000
Dombivali East,1480,3,6300000
Dombivali,1131,3,4300000
Nilje Gaon,864,2,5400000
Dombivali East,955,2,10700000
Mira Road East,528,2,11000000
Mira Road East,532,2,11000000
Mira Road East,534,2,11200000
Mira Road East,542,2,10600000
Mira Road East,510,2,10400000
Mira Road East,504,2,10400000
Mira Road East,503,2,11200000
Mira Road East,541,2,10900000
Mira Road East,526,2,6575000
Mira Road East,369,1,10500000
Mira Road East,505,2,13200000
Mira Road East,885,3,7815000
Mira Road East,575,2,8053000
Mira Road East,700,2,7652000
Mira Road East,500,2,8030000
Mira Road East,698,2,7500000
Mira Road East,538,2,10100000
Mira Road East,739,3,5300000
Mira Road East,381,1,5900000
Mira Road East,424,1,7745999
Mira Road East,629,2,7650000
Mira Road East,621,2,6738000
Mira Road East,547,2,5229000
Mira Road East,769,1,3300000
Nilje Gaon,693,1,3300000
Nilje Gaon,693,1,4950000
Mira Road East,650,1,25000000
Matunga,675,1,4500000
Mira Road East,650,1,14400000
Hiranandani Estates,1086,3,10900000
Hiranandani Estates,727,2,2400000
Boisar,570,1,8500000
Hiranandani Estates,611,2,5690000
Mira Road East,769,1,8413000
Mira Road East,1137,2,15000000
Ulwe,1650,3,10000000
Kharghar,1055,2,5000000
Panvel,705,1,8500000
Panvel,1055,1,12500000
Kharghar,1240,2,12700000
Thane West,1190,2,2600000
Virar East,575,1,12800000
Thane West,687,2,21000000
Thane West,1153,3,13799999
Thane West,746,2,13000000
Thane West,713,2,15500000
Thane West,828,2,14000000
Thane West,811,2,15800000
Thane West,848,2,22000000
Thane West,1234,3,13000000
Thane West,698,2,16299999
Kharghar,1705,3,9700000
Panvel,1140,2,16900000
Kanjurmarg East,723,2,3000000
Palghar,835,2,7200000
Taloja,1500,3,13400000
Panvel,2582,4,11800000
Khopoli,2857,4,8000000
Khopoli,1928,3,2515000
Khopoli,602,1,6666000
Khopoli,1602,2,4200000
Boisar,1380,3,4500000
Virar West,910,2,2400000
Boisar,930,2,3350000
Boisar,1160,3,2500000
Boisar,930,2,3500000
Virar East,610,1,4200000
Boisar,1120,2,2900000
Boisar,1160,3,2150000
Boisar,820,2,3100000
Palghar,832,2,6500000
Airoli,650,1,9500000
Airoli,780,1,6600000
Airoli,640,1,7800000
Airoli,660,1,7800000
Airoli,660,1,5900000
Airoli,666,1,5900000
Airoli,666,1,7500000
Airoli,1050,1,7000000
Airoli,700,1,7000000
Airoli,680,1,7000000
Airoli,680,1,40000000
Kharghar,3500,5,2600000
Naigaon East,500,1,3100000
Naigaon East,540,1,3977000
Vasai,925,2,2795000
Vasai,650,1,2795000
Vasai,650,1,3977000
Vasai,925,2,3977000
Vasai,925,2,3977000
Vasai,925,2,7500000
Ulwe,1100,2,4000000
Ulwe,650,1,5500000
Ulwe,675,1,5000000
Ulwe,650,1,5000000
Ulwe,650,1,5000000
Ulwe,650,1,7350000
Vasai,1160,3,4200000
Vasai West,600,2,3600000
Nala Sopara,600,1,2250000
Taloje,432,1,3200000
Naigaon East,600,1,4390000
Panvel,606,2,2950000
Panvel,428,1,2750000
Panvel,394,1,2684000
Panvel,385,1,2882000
Panvel,415,1,4000000
Panvel,550,2,2400000
Nala Sopara,485,1,2600000
Nala Sopara,590,1,4200000
Nala Sopara,860,2,2150000
Nala Sopara,415,1,2950000
Nala Sopara,605,1,3400000
Nala Sopara,610,1,3200000
Nala Sopara,610,1,2600000
Nala Sopara,590,1,2700000
Nala Sopara,590,1,2700000
Nala Sopara,595,1,2700000
Nala Sopara,610,1,2700000
Nala Sopara,585,1,5300000
Nala Sopara,860,1,2650000
Nala Sopara,585,1,2900000
Nala Sopara,590,1,2485000
Nala Sopara,585,1,2850000
Nala Sopara,585,1,3000000
Naigaon East,385,1,32500000
Ville Parle East,840,2,3100000
Bhayandar East,365,1,2600000
Naigaon East,500,1,2600000
Naigaon East,500,1,10500000
Powai,660,1,19500000
Powai,1150,2,45000000
Powai,2100,3,10500000
Powai,700,1,2800000
Boisar,795,2,32500000
Ville Parle East,1085,2,2600000
Vasai east,505,1,5200000
Nalasopara East,950,2,4800000
Nalasopara East,970,2,3900000
Nala Sopara,773,2,2500000
Vasai,650,1,4600000
Nala Sopara,910,2,2900000
Vasai,595,1,3800000
Nala Sopara,635,1,4000000
Nala Sopara,675,1,3900000
Nala Sopara,773,2,4750000
Nala Sopara,950,2,5000000
Nala Sopara,1050,2,3400000
Nala Sopara,680,1,2900000
Nala Sopara,580,1,5000000
Nala Sopara,945,2,3150000
Nala Sopara,650,1,3600000
Nala Sopara,615,1,2900000
Vasai east,585,1,2500000
Vasai,535,1,3000000
Nala Sopara,620,1,3700000
Nala Sopara,710,1,3200000
Nala Sopara,655,1,4150000
Vasai,950,2,3600000
Nala Sopara,750,1,6500000
Vasai,925,2,5100000
Nala Sopara,945,2,4800000
Nala Sopara,945,2,5200000
Nala Sopara,950,2,3500000
Vasai,695,1,2900000
Nala Sopara,580,1,4750000
Nala Sopara,950,2,5000000
Nala Sopara,1050,2,3400000
Nala Sopara,680,1,4900000
Nala Sopara,980,2,5200000
Nala Sopara,980,2,4600000
Nala Sopara,846,2,2500000
Vasai,650,1,4600000
Nala Sopara,910,2,2900000
Vasai,595,1,3800000
Nala Sopara,635,1,4000000
Nala Sopara,675,1,3100000
Naigaon East,585,1,6300000
Bhayandar East,730,2,13000000
Ulwe,1586,3,9000000
Gulal Wadi,1250,2,4000000
Ulwe,635,1,4000000
Ulwe,600,1,4500000
Ulwe,665,1,14000000
Airoli,1245,2,4000000
Ulwe,650,1,4000000
Ulwe,650,1,4000000
Ulwe,650,1,7000000
Ulwe,920,1,8000000
Ulwe,920,2,5000000
Ulwe,650,1,8500000
Ulwe,920,2,6998999
Ulwe,650,1,7000000
Ulwe,650,1,5500000
Ulwe,650,1,3500000
Ulwe,620,1,4000000
Ulwe,650,1,4000000
Ulwe,650,1,4800000
Ulwe,670,1,4800000
Ulwe,675,1,17000000
Ville Parle East,580,1,58000000
vile parle west,1735,3,8500000
Ulwe,1050,2,5600000
Ulwe,670,1,6299000
Mira Road East,421,1,8381999
Mira Road East,584,2,6186000
Mira Road East,401,1,6164000
Mira Road East,399,1,8527000
Mira Road East,597,2,5000000
Powai,225,1,12500000
Kharghar,1100,2,12000000
Kharghar,1200,2,9000000
Kharghar,1060,2,5800000
Kharghar,650,1,2331000
Boisar,740,2,4000000
Boisar,1380,3,3500000
Boisar,1200,3,3000000
Boisar,1160,3,3317000
Boisar,990,3,4300000
Andheri West,774,2,2500000
Boisar,930,2,2350000
Boisar,820,2,2350000
Boisar,820,2,2100000
Boisar,780,2,16700000
Kharghar,2200,4,8588000
Kharghar,1130,2,3800000
Ulwe,650,1,4200000
Ulwe,650,1,4100000
Ulwe,650,1,4500000
Ulwe,650,1,4500000
Ulwe,650,1,4500000
Taloja,665,1,3700000
Taloja,650,1,3350000
Taloja,650,1,2178000
Boisar,605,1,2178000
Boisar,605,1,3877000
Boisar,1077,3,3100000
Ulwe,420,1,7500000
Ulwe,1100,2,3400000
Ulwe,650,1,4500000
Ulwe,650,1,4500000
Ulwe,650,1,4500000
Ulwe,650,1,2700000
Ulwe,420,1,5500000
Kharghar,585,1,11000000
Ulwe,1250,2,12000000
Ulwe,1450,3,12000000
Ulwe,1450,3,9000000
Ulwe,1050,2,9500000
Ulwe,1100,2,14000000
Ulwe,1653,3,9500000
Ulwe,1050,2,6000000
Ulwe,650,1,5000000
Ulwe,680,1,7500000
Ulwe,1050,2,8000000
Ulwe,1100,2,3499000
Ulwe,420,1,5300000
Ulwe,650,1,5200000
Ulwe,650,1,3536000
Boisar,1105,3,4000000
Ulwe,650,1,4000000
Ulwe,650,1,3300000
Ulwe,630,1,4200000
Ulwe,650,1,4200000
Ulwe,650,1,3700000
Ulwe,650,1,4500000
Ulwe,650,1,6000000
Ulwe,650,1,6000000
Ulwe,650,1,5400000
Ulwe,650,1,4500000
Ulwe,650,1,4361000
Virar,890,2,4459000
Virar,910,2,3258000
Virar,665,1,4067000
Virar,830,2,3087000
Virar,630,1,12100000
Kharghar,1600,3,3800000
Ulwe,650,1,3650000
Virar,830,2,4500000
Boisar,715,2,8399000
Panvel,430,2,8975000
Panvel,460,2,8599000
Panvel,440,2,9618000
Panvel,493,2,7600000
Ulwe,1000,2,7600000
Ulwe,1020,2,7600000
Ulwe,1050,2,2600000
Boisar,610,1,5690000
Mira Road East,769,1,5690000
Mira Road East,769,1,8413000
Mira Road East,1137,2,8413000
Mira Road East,1137,2,5200000
Kalwa,500,1,6500000
Kalwa,620,1,6500000
Thane West,620,1,8000000
Thane West,720,1,6500000
Kalwa,660,1,5500000
Kalwa,680,1,5700000
Kalwa,657,1,5900000
Thane West,610,1,7000000
Thane West,710,1,9200000
Kalwa,1000,2,5500000
Kalwa,620,1,6000000
Thane West,700,1,5000000
Kalwa,647,1,6200000
Thane West,675,1,14500000
Thane West,1250,3,4700000
Kalwa,478,1,6000000
Kalwa,680,1,4000000
Thane West,425,1,3250000
Palghar,846,2,9800000
Thane West,999,2,7950000
Hiranandani Estates,600,1,13000000
Hiranandani Estates,910,2,2300000
Boisar,820,2,4500000
Mira Road East,850,2,6100000
Airoli,650,1,9000000
Ulwe,1150,2,8400000
Thane West,1010,2,5700000
Ulwe,670,1,5700000
Ulwe,670,1,9600000
Kharghar,900,2,6000000
Kharghar,1000,2,11000000
Kharghar,1100,2,12000000
Kharghar,1400,2,9500000
Kharghar,1000,2,4900000
Kharghar,690,1,9000000
Ulwe,1100,2,8500000
Ulwe,1123,2,11500000
Ulwe,1142,2,7500000
Airoli,675,1,2400000
Boisar,930,2,2300000
Boisar,820,2,2100000
Boisar,780,2,8500000
Thane West,1050,2,6000000
Thane West,750,1,6700000
Thane West,890,2,6700000
Thane West,890,2,3200000
Boisar,785,2,3920000
Boisar,1120,3,8016000
Dombivali,809,2,6242000
Dombivali,630,2,4043000
Dombivali,408,1,4498000
Dombivali,454,1,8294000
Dombivali,834,2,3500000
Naigaon East,600,1,3300000
Naigaon East,585,1,3500000
Naigaon East,585,1,3400000
Naigaon East,585,1,2600000
Naigaon East,500,1,27200000
Goregaon West,1088,3,20700000
Goregaon West,905,2,3600000
Boisar,1200,3,2300000
Boisar,740,2,2600000
Boisar,930,2,2600000
Boisar,840,2,2900000
Boisar,1160,3,4700000
Ulwe,656,1,4700000
Ulwe,656,1,6500000
Thane West,650,1,7800000
Ulwe,1050,2,2000000
Boisar,731,2,2500000
Nala Sopara,640,1,10000000
Ulwe,1100,2,3900000
Ulwe,670,1,5400000
Thane West,761,2,2640000
Thane West,324,1,2640000
Thane West,324,1,3900000
Boisar,999,2,2500000
Boisar,675,2,2139000
Boisar,620,1,2600000
Thane West,324,1,2050000
Boisar,513,1,60000000
Juhu,1500,3,4500000
Thane West,500,1,12800000
Thane West,687,2,21000000
Thane West,1153,3,13799999
Thane West,746,2,13000000
Thane West,713,2,15500000
Thane West,828,2,14000000
Thane West,811,2,15800000
Thane West,848,2,22000000
Thane West,1234,3,13000000
Thane West,698,2,7700000
Mira Road East,950,2,4950000
Vasai,900,2,7400000
Ulwe,980,2,13500000
Ulwe,1538,3,9000000
Ulwe,1120,2,9000000
Ulwe,1120,2,8500000
Ulwe,1000,2,8500000
Ulwe,1000,2,11000000
Ulwe,1350,3,11500000
Ulwe,1450,3,4500000
Thane West,664,1,6800000
Ulwe,1000,2,8000000
Ulwe,1055,2,5100000
Ulwe,690,1,5100000
Ulwe,690,1,6694000
Mira Road East,400,1,6663000
Mira Road East,398,1,13400000
Mira Road East,783,3,9774000
Mira Road East,571,2,13200000
Mira Road East,773,3,9226000
Mira Road East,580,2,11900000
Mira Road East,698,3,8499000
Mira Road East,508,1,15400000
Mira Road East,901,4,5700000
Thane West,761,2,6000000
Thane West,761,2,4300000
Thane West,560,1,4500000
Thane West,560,1,4250000
Thane West,560,1,4400000
Thane West,560,1,4400000
Thane West,560,1,4250000
Thane West,560,1,4500000
Thane West,561,1,4300000
Thane West,560,1,4500000
Thane West,561,1,4280000
Thane West,560,1,4300000
Thane West,564,1,4400000
Thane West,560,1,4300000
Thane West,560,1,2750000
Thane West,324,1,2800000
Thane West,324,1,2850000
Thane West,324,1,2780000
Thane West,324,1,2875000
Thane West,324,1,2850000
Thane West,324,1,2875000
Thane West,324,1,2600000
Thane West,324,1,2800000
Thane West,324,1,2800000
Thane West,324,1,3100000
Thane West,324,1,3000000
Thane West,384,1,2900000
Thane West,324,1,5900000
Vasai,950,2,7500000
Vasai West,1200,3,6300000
Vasai,748,2,6220000
Mira Road East,349,1,8000000
Mira Road East,534,2,9900000
Mira Road East,786,3,6320000
Mira Road East,384,1,7020000
Mira Road East,426,1,9370000
Mira Road East,583,3,6450000
Mira Road East,455,2,9550000
Mira Road East,633,3,17000000
Mira Road East,1098,2,8200000
Mira Road East,539,2,7400000
Mira Road East,505,2,6320000
Mira Road East,365,1,9550000
Mira Road East,693,1,8200000
Mira Road East,538,2,9990000
Mira Road East,981,2,11500000
Mira Road East,1386,3,9650000
Mira Road East,645,3,8994000
Mira Road East,630,2,8822000
Mira Road East,617,2,11399999
Mira Road East,789,3,7000000
